,id,price,number,order date
56,1HTAL23ZQ,511.3893767727509,5,2018-05-15
57,XEY4SMTXW,671.2142475814575,6,2020-05-24
58,G96WMSY5M,298.1994709429754,2,2021-08-23
59,S7FREOQ67,795.1725289634578,9,2015-07-08
60,V5C0MQ8PE,575.1921118827561,4,2015-05-16
61,GBUUZSJWO,247.44856517098722,8,2021-10-12
62,PSZ52LFUQ,892.838882402832,10,2020-01-23
63,AR69IATWD,64.48612652745412,2,2021-08-20
64,CJL0HGVLU,24.83483498531247,10,2020-05-01
65,9327TU9KD,998.120005175874,6,2018-01-13
66,WBFFYTGWM,519.5427279491864,6,2020-04-24
67,MLRP1LVNC,683.383814785256,3,2017-10-02
68,KNWMPD2QY,873.4078225219183,6,2016-08-30
69,NU9PV8G6Y,834.6975598074215,2,2020-09-06
70,IC3X3KE8I,533.9628194851017,3,2019-12-14
71,V0B7H9VYB,769.9565811995233,1,2020-10-08
72,YHLZS9VS7,510.92038918321634,1,2017-12-21
73,9B8MJ4QJK,855.1399904959878,3,2017-04-29
74,6C31AUD8V,602.0621426907074,10,2021-10-31
75,76AH5ZZ1V,397.53802124591397,1,2020-05-06
76,PKP33E4JM,333.4703778496697,7,2017-01-14
77,AYNRV6ZZ2,111.74056200309168,4,2021-05-10
78,0SG8XAPKP,376.02379782306684,8,2015-03-07
79,81ZMQVWB1,558.724429104839,7,2015-04-12
80,84V4T0PWX,960.1469663907471,5,2016-09-22
81,S35ITFUU8,893.3653761897278,0,2015-10-08
82,F5LGPBLCX,125.40544460538383,6,2018-01-11
83,9PO4OI9H8,574.538546806631,1,2017-06-17
84,KGHPYFIKP,938.9110765610537,0,2019-03-09
85,XF5HVLJ7Y,833.6413078039959,4,2019-07-08
86,S319X9BGL,453.4758762556174,0,2018-02-26
87,QITD1RQ0D,829.2651486663484,0,2016-09-06
88,ES2PCN5V3,178.52941960825262,2,2021-08-05
89,4APADN5EU,731.5913540003596,8,2017-11-16
90,Y4D9BC5UB,583.255401038133,6,2017-10-25
91,WU5PAC8CQ,307.1575621779208,8,2020-02-21
92,FTGO4MDQ3,267.4691429609118,1,2021-04-29
93,H8VZJR4J4,233.42807740128458,3,2020-11-19
94,XU12EE75B,936.3123059212949,2,2018-02-15
95,GEOZLH8XX,11.077157949762938,8,2018-03-22
96,BZSIMWUYQ,115.49599757314655,5,2021-08-30
97,M77YYWWRD,690.7840968128274,8,2016-01-02
98,CKZV6UDHJ,786.2625275331818,3,2021-09-30
99,AJ49AAKGW,564.8926910655243,6,2018-02-04
100,802ZPM2BU,239.92172474562236,7,2021-02-25
101,3I1SB5DO3,50.891783157151814,4,2017-11-01
102,G860ULSJ0,631.6134010957916,6,2017-06-29
103,73V2WX5YZ,897.9637867532437,10,2016-11-21
104,CQY60NJ1N,667.0617892823158,7,2018-08-25
105,TW1E1M1ZQ,12.143914925856647,7,2017-05-29
106,G4US8TY8K,106.75992297006364,7,2016-12-20
107,5NJ5WBV96,815.2216539317216,10,2018-04-15
108,OU15C7R1A,621.742013922322,6,2018-07-11
109,O4NKDZUAI,155.57347389794296,1,2016-02-22
110,LZDR9VF1H,447.7707461757887,6,2021-04-27
111,75PR69Q9U,734.1492084761301,4,2015-04-29
112,LVWKY2SHO,142.41541554727456,9,2017-08-03
113,XP5FUS1CC,714.8661875331131,0,2017-12-07
114,IWE829984,380.431576403772,7,2015-08-20
115,5O8BMG7SL,392.92804315253704,3,2021-12-23
116,YEU5GJG3A,915.6765970239608,2,2019-04-17
117,2Y58UVYXD,541.0386838692085,0,2020-12-21
118,53WWTMWTY,534.9143406560993,4,2015-07-09
119,OP6LW5J3S,495.12298384153195,5,2017-10-26
120,9S763UOK3,564.0349055522308,10,2020-02-04
121,QJ8SQMDH4,907.064503575096,6,2016-02-09
122,RQRPTV7X8,372.7196033037163,10,2015-04-05
123,Z1AYYZYUR,796.9454057381134,0,2018-12-07
124,0A7FY5SCM,346.8790127749347,9,2017-10-04
125,1DLFGTSP2,941.881081910188,5,2020-12-28
126,WSPSOC5JA,661.492064442208,5,2019-06-19
127,EMD9RQK5R,990.6238573443321,0,2021-10-24
128,K0S6JN9IW,453.17422251239236,8,2020-07-07
129,GGDGSC9E1,158.1986567939745,10,2020-02-12
130,BEN8XQGKQ,104.87059647132047,1,2018-02-24
131,2Q5KOMZZX,680.9394172923292,4,2017-10-13
132,PY9IJUGMK,546.0124226631386,5,2019-01-18
133,HVPEBKWN7,364.4966033956095,6,2015-12-01
134,PRZIY8SZ6,805.6917549961032,3,2016-09-12
135,082A82Q1D,169.22666588470793,9,2018-06-09
136,Q70TH8VAW,602.6546244009692,8,2020-06-18
137,8H6J2DQVT,297.5171923760376,4,2021-08-02
138,XGZX3MNNZ,25.73840741206301,0,2021-04-04
139,VGE5TYD2F,38.18740972768253,0,2020-12-31
140,E4RL94JDZ,265.02969956610514,8,2016-10-18
141,Y14YQMW4S,837.0760116853928,0,2021-03-14
142,ZIMWQIJQQ,340.545717007529,3,2015-06-05
143,IICYFNJVM,8.448830791211503,6,2021-06-19
144,72CYYM7NI,400.0241755594197,3,2017-03-27
145,SA3LM9LRI,853.6893836398868,6,2016-10-14
146,WK7W71ALX,622.611314276753,3,2017-03-21
147,PDKVMM187,427.4469420549141,0,2019-11-12
148,XCQJO3LGN,516.4532742268938,6,2016-03-06
149,9WBESDB1W,656.7436838492146,6,2017-05-30
150,K71N4QCK9,787.1852137493387,2,2021-02-19
151,XJ0RFM9DF,647.0297856260675,10,2017-05-11
152,QPLRBIW8R,665.6699827707996,6,2016-10-14
153,FCXQJEHLA,722.737729575403,8,2017-09-10
154,CQV6F4P34,486.79111985810863,8,2018-05-26
155,ZW56EOENI,582.6382080076364,2,2018-03-14
156,47YRSX2N4,636.7156792029194,6,2016-08-18
157,T9R8Q3NR4,793.0386464315364,3,2016-05-20
158,PV4N5MA33,633.8020987403056,7,2019-08-27
159,WFFKD4UKF,84.96449318872546,0,2015-08-24
160,QUCWIWWFF,257.4557109132528,8,2020-02-21
161,1YXZ0GDI1,673.4520666918687,3,2017-07-20
162,4OKHH76TO,989.8678547051964,0,2018-07-29
163,P317XHG1N,178.6483378272272,1,2016-09-17
164,X9G5OXWZQ,684.7402263209667,3,2015-01-27
165,BPJ5FYKC2,652.6955751258203,3,2016-12-28
166,OZKBD2J6E,994.3499488323855,8,2016-05-28
167,2NHFUNY3I,743.6162188398017,10,2020-02-02
168,KWZE3K0XI,962.5014451242486,7,2021-08-07
169,ZSZJ8ZEYX,146.18882095597618,2,2020-05-02
170,LGU20BT4F,765.9465006157254,10,2020-04-02
171,7BOD7R8EA,599.9982878100973,0,2018-08-12
172,SWCF9DUC3,897.0003046181051,5,2018-07-26
173,C30JLONXE,682.5441081038769,6,2015-05-31
174,HFM01FJSG,650.1768705868782,6,2016-07-29
175,CVPWZ6CWV,511.27322194985493,4,2018-01-02
176,U6XZOENLB,559.9497742818182,5,2019-05-22
177,UXVA53FKO,448.45383991287326,7,2020-05-13
178,ZVC16B858,662.8554783468339,2,2016-04-30
179,TUM9K6JEF,726.6710236851327,7,2020-02-21
180,K2U3X8SMO,667.8965781783332,0,2019-04-03
181,8BKK58X0G,807.775515221459,5,2021-01-11
182,VAQMR92YY,230.48870021791203,8,2019-05-10
183,IS5TTJZUG,506.0572054595359,8,2017-09-07
184,N0VHQV5YU,164.88926131307736,1,2021-11-03
185,6CBWRU6UH,33.76655220448532,10,2019-06-01
186,05G6JLFR1,921.2743023222696,0,2018-09-24
187,T5R4ZHSU0,670.5225535793659,3,2016-12-23
188,6KX39Y5II,631.69187955563,7,2017-12-09
189,YSSNF7DKC,915.3608415351077,2,2017-03-13
190,QTEO6F898,337.71415139954786,1,2015-09-24
191,WCKSXKZ43,266.65412049790626,8,2016-08-13
192,1LW1O7OD4,331.98224696044696,9,2015-08-29
193,6P33XVML5,739.1676429545413,10,2018-11-15
194,9AVB6G9JX,415.675670290375,4,2018-12-09
195,XABE5DPN9,17.493166534649607,2,2017-04-18
196,DSEC70SXF,174.97129702464508,5,2018-03-10
197,B2UGS8O7M,354.75861278956,2,2018-02-11
198,DYUS78VUR,809.9557620398424,10,2019-08-08
199,48U2V883Y,31.97464898501501,10,2018-12-09
200,J1XLCIOU9,717.707698778346,0,2019-02-26
201,G59V448M4,261.01422797314154,9,2021-07-02
202,L71DW6BA7,260.38271500280206,5,2016-07-29
203,HHIXQDKOU,257.40665370212025,10,2018-06-27
204,EWPUK8RIN,978.364671648782,10,2015-11-08
205,F1PM4H25H,657.2211541934121,8,2016-09-01
206,WPDJ02FOA,546.1150231239944,2,2019-09-12
207,8A47M2FB6,363.1728429086114,4,2020-09-10
208,GP18JGACX,196.25421026065183,5,2015-06-28
209,16TR957NI,189.83603194863696,6,2015-01-08
210,0LGU17ZDN,32.94775555623231,3,2021-12-10
211,BR9NP6C2C,95.01495949396454,5,2017-05-02
212,44A696WSZ,112.50326402351473,9,2019-09-24
213,N6AYFXRLK,731.2312127574978,4,2016-09-23
214,X358Z62Z1,220.55417300304714,0,2020-01-28
215,I47S8YU52,245.50183471672705,8,2019-07-08
216,FIZXPZHLB,555.1261739926967,8,2021-06-16
217,KIHUI8NZ6,528.2576725534573,0,2021-08-13
218,U9BPZBBF2,909.0109368256498,9,2016-06-20
219,8DLVGSKKL,575.1980650275926,2,2015-03-02
220,6YU2FSQ9H,925.8179330912841,1,2015-02-22
221,ICTGX9160,777.818449569852,10,2020-10-10
222,OPODUOZNL,238.85221514037357,6,2016-01-26
223,HK5R5R4NJ,263.7750073987545,0,2017-04-02
224,3OQAMS8SU,619.4731346923611,10,2016-11-14
225,52DX0BIWD,409.1723329214467,2,2015-12-03
226,I2B4V88NL,213.15382568883635,7,2019-08-03
227,QDS194ABX,507.7147786194579,4,2016-04-26
228,8SV470J6O,613.5085053967471,4,2017-02-16
229,YU4362I97,247.98254040213308,7,2016-07-05
230,JFDCUI8J2,869.5561468361669,10,2019-12-22
231,N3X52FZZ6,995.5301607008024,0,2017-08-16
232,PBU91HJHP,72.09769362991125,7,2015-01-12
233,J33YMX3I6,209.84808789538334,1,2019-02-06
234,QSVYAZC3N,588.4717932176778,9,2015-02-13
235,URTPWWZGR,964.7656798848374,5,2020-04-24
236,E4XKXB44M,445.1128583122775,9,2021-09-05
237,43ZT89XWA,168.33137054102943,8,2021-08-17
238,IPE6DH4HW,542.5617542828463,0,2019-03-07
239,805HG4LMX,87.96704509975051,4,2020-03-19
240,FPTLA18WV,202.61186744423532,2,2019-12-10
241,UBDVCAL5Q,474.43920775483497,6,2021-04-07
242,GJ5FBRZKI,697.4213636531242,9,2018-01-11
243,98TCUU3YE,322.28269276227627,3,2018-05-12
244,K3FI1YB0Z,448.31878313354866,4,2015-05-02
245,IFIEXVH6I,549.8810579111449,0,2016-09-15
246,UNUF29HFR,480.47738563033715,2,2017-07-19
247,MILPAKCTK,921.7510711878649,5,2019-09-11
248,52TN7K45T,599.9845635329744,9,2016-08-18
249,9G8Q5KPNR,425.66334019184137,8,2021-05-14
250,91WC9I0FQ,400.45038800952403,2,2018-07-15
251,WYZO38XJZ,270.5739816696838,9,2017-06-21
252,B0LSB421F,198.8744748055009,3,2017-04-01
253,TKSMARUXR,508.46462215398304,3,2018-01-20
254,71YX46DNZ,9.95596618471495,7,2017-12-04
255,8EV8Y5FDL,152.21749290702823,1,2018-06-13
256,B9O87ERP5,752.8439852598636,7,2017-02-24
257,LUYYG0EWA,712.8963048544292,9,2016-11-03
258,QPG5QMXVF,51.956968917682424,1,2016-08-01
259,CDD1S69VR,961.4517820425286,7,2017-01-27
260,30I0HQXF6,743.2828678397199,0,2020-11-23
261,XH26IDBQY,837.8380066258275,3,2020-10-16
262,3K31F8JEE,987.7761278684034,8,2016-07-23
263,8BSDFSFNW,666.9332882210831,1,2021-07-14
264,HCRY7DPLX,245.7689632983918,5,2018-12-01
265,JFBOSHMTM,605.7236968628973,7,2016-05-22
266,8CS4DR7V9,882.5368966802458,4,2018-02-17
267,BFJPY2GOM,852.4866426230222,3,2016-08-30
268,TKY4IV6SA,506.2268709719299,4,2018-06-01
269,31O1XEUBT,101.92689716747606,8,2020-02-06
270,V6EJMSAYE,740.4609766300131,7,2016-08-24
271,J4KPJ9XM6,560.1331113303237,10,2020-09-24
272,OBUDPMPZ6,706.7964549587276,8,2020-04-25
273,NDI0WR4AH,319.11190544619063,1,2020-10-04
274,F1N1PPQR3,394.5097496262414,0,2017-01-26
275,DKJXMVEAR,634.4014538433368,2,2020-02-10
276,9VN0C8EQA,300.14953288749444,6,2021-07-28
277,W5AMULEBE,419.8684508627706,0,2015-12-27
278,VMJNOIDBM,695.647294021323,9,2021-06-12
279,D6T9GHS1V,65.91064315728157,7,2018-04-16
280,XPYEW4736,483.6644036175244,2,2016-09-06
281,1S4NUW5B6,293.91759517936634,4,2019-10-13
282,1Q0KZOP07,278.29393924072053,10,2020-05-15
283,6P1QKW588,523.3816144573689,4,2019-08-16
284,ZV7R5J51N,743.8035964779802,10,2021-11-02
285,W9Q1K53AU,894.6506121932354,10,2021-05-16
286,HRS6U7UD7,947.2602188151758,6,2018-07-06
287,CGG1KGYT3,677.7865153278271,10,2016-05-20
288,EXR10VJZ2,943.9966415447403,2,2017-06-09
289,HDVKLVO2K,757.9634173908272,0,2021-08-11
290,DW55MPI8Y,276.04371601476754,2,2020-05-29
291,N00CV84C9,730.0885002939536,1,2018-10-18
292,JFD5MD2T8,721.8604308099909,0,2016-08-24
293,VLJ1HHRE0,409.8669730866056,3,2021-06-13
294,0PPXQ18V5,374.46623706756145,0,2016-06-07
295,N519XF1NV,637.5331222489525,2,2021-01-22
296,EDAXZ6T71,531.9468387612616,8,2020-01-21
297,0UI4KVQC4,807.998488620178,6,2018-07-31
298,DO96RM46X,342.51340667274087,4,2019-02-15
299,MXSK1ITSB,591.5871194151301,4,2017-05-04
300,UII0EPYSC,165.53865546705416,7,2017-07-02
301,59SBK2WOV,623.5053044774477,4,2019-06-11
302,0KL6ANGUO,664.1533464727631,0,2021-12-25
303,ACZ9LW3H1,165.2700584816027,0,2018-05-17
304,G8Q2D1CYQ,392.5970232689248,4,2020-03-09
305,RRNOV7RJK,993.3737813794232,4,2015-05-27
306,Y06TD03R0,609.386791867647,2,2020-09-29
307,951FWR4OO,34.72771422261967,7,2019-09-10
308,AN2EGHN3H,212.77619891946586,1,2015-10-16
309,76R9BTZTV,137.90670414210084,9,2015-02-24
310,1Z0YWG6MO,558.6894925671014,2,2016-04-20
311,IS3YN8M4L,528.905987119949,3,2016-08-15
312,SQC5HJIB8,450.4544834546821,0,2018-03-22
313,XGN09G2XX,702.2014477343528,9,2018-04-06
314,902STC0G6,505.9081861035241,3,2020-10-27
315,KD4WCQ61U,668.3462811903977,4,2020-06-05
316,7GFPFRJC9,51.19401272378155,3,2017-07-21
317,JLQ2AUE3Q,538.7091769509283,5,2017-01-17
318,2PHFDBDBR,99.26790455163503,3,2020-10-18
319,OWOX9QBSG,701.923513522407,1,2020-01-23
320,6GTUHUZIM,695.7546892964593,6,2016-06-16
321,AFO08UJRW,939.5287580985326,10,2015-10-28
322,HGKYYWSM7,944.3974587733602,7,2017-11-18
323,9NVC53VEF,366.14510336998484,1,2020-01-27
324,2Y4CNC66N,567.2995216581903,6,2017-01-16
325,X0GSGL0KL,294.7002115697348,2,2019-08-30
326,W1C24LCED,67.46950738269986,10,2019-07-14
327,JHLC2BIWS,228.1689822933195,9,2019-12-08
328,CJMLQB7TC,74.60467092127388,6,2016-10-01
329,6USBQB5P5,250.2929399892282,10,2018-04-20
330,PIZGGMJFM,526.4294888108476,2,2017-11-22
331,KNZDRVRQS,896.5713001175122,6,2020-06-10
332,NIM17JY7Y,252.36510705736347,8,2015-12-27
333,E74M5FMXM,5.862266648651859,2,2019-10-11
334,CZUGUBVOW,740.4601451982891,5,2018-03-07
335,IVF8PGU65,975.213787577931,6,2015-04-15
336,UIQQELIVW,741.8366202888087,2,2017-03-09
337,LXYQO6FPV,927.416697291808,8,2020-12-06
338,CRIBBIV6J,839.729080145792,4,2018-10-24
339,6N9Y9OAPK,132.4572990994405,7,2019-03-29
340,XE6YSTWE4,896.7882892856413,2,2020-09-08
341,EXJYMISQH,636.9147704928346,5,2016-10-28
342,H7LTIFCYQ,787.7338580000759,0,2019-08-10
343,I8836JYK2,513.1067355927257,3,2019-09-11
344,U2VH798PS,133.69678802038754,8,2016-08-31
345,VQS453P9K,499.43614150906177,1,2016-05-28
346,CTUMSB5WL,275.6296865582758,3,2019-09-29
347,NFTP857HX,947.2351573314653,7,2018-11-21
348,M0GW5BTN7,764.5292953778022,1,2021-02-07
349,TDNLV52R2,9.903955691237032,10,2020-05-23
350,XZJ6UWBBV,627.0826401035329,10,2016-06-20
351,R1D038HPD,915.1596577538593,3,2015-09-09
352,WF62SP1TV,820.391224456408,2,2018-05-19
353,TGNMCRVR1,525.9721254964462,6,2016-12-25
354,LS9BGBV8Z,410.2199130136418,2,2019-04-14
355,PQ09QJSK1,89.41441308021425,3,2015-09-24
356,SP6LZC70B,855.6139017167118,2,2021-12-23
357,NB1MSOA4J,526.4364686184434,7,2019-11-09
358,JN4QHISEE,355.7940460736204,1,2018-04-12
359,RRF7LERBF,487.2460088175221,5,2020-02-10
360,KNVU9XES8,206.58498838333395,4,2017-09-09
361,TFWEB2BLG,265.34174856794203,3,2017-12-21
362,GTVL0TQ08,457.1764091146644,4,2017-08-11
363,V1CAS5T3J,27.264225701624124,9,2015-10-04
364,OYCLFOJZO,453.44446490789693,3,2016-11-17
365,K641M3J81,712.4760868880063,1,2021-03-19
366,UTVA8V2WI,313.18483228062433,7,2018-10-02
367,WPS67G1YW,4.217442773828961,2,2019-06-10
368,33AGCZ3LQ,457.06680190367376,8,2015-11-02
369,BHO7TKPLF,86.09935711210714,2,2019-02-21
370,7FW45JGYG,342.056161110232,3,2015-10-04
371,I8VK6WYJJ,792.0612248151281,10,2018-08-03
372,U0O79BGBA,959.1470608589312,4,2015-12-31
373,OTGK6UPYB,14.914903811002244,1,2021-02-08
374,APT61710Q,272.5241621093404,3,2021-08-01
375,61XFCO6HJ,837.9908562608222,10,2021-08-13
376,9E2O08BSN,499.66714026298166,1,2018-08-31
377,FZ9K5X52H,351.3841937515729,5,2021-03-28
378,E80HAHZPX,862.8948679977943,9,2016-11-15
379,UY1Z7MCI4,669.2153884883821,1,2016-07-26
380,SAEHLC4V5,428.71611146459134,8,2020-11-30
381,HK00LS7MO,252.65963238830514,2,2020-07-26
382,5LT6UX2IS,114.08685852268874,7,2016-08-07
383,XPMRG0VM5,156.28150256219996,6,2016-12-20
384,JB8TYTWX3,503.9405117053134,1,2015-08-05
385,494BZU7A0,322.55026138168694,7,2021-06-03
386,PG58TS777,447.63680013466035,7,2015-12-04
387,ELCWDB9KD,617.967832511767,7,2016-08-29
388,J1I7TKB6R,137.41533458408495,5,2015-09-23
389,2VDO5F3KW,306.44932501107036,3,2015-12-05
390,DHGUG917Y,758.1204740254535,3,2020-10-21
391,TG8M62GC7,314.4846490087935,6,2021-09-29
392,717XZMC8Q,240.12789456452234,6,2021-08-19
393,1PG75P2XS,212.5801940317441,0,2020-10-01
394,GECD6W716,863.7235547322575,7,2021-12-13
395,Y0KT5O9OH,822.6271049494516,0,2021-11-03
396,ST4EMAQDZ,207.58625998123438,4,2021-04-05
397,9ZF22L2AQ,318.07579720739875,7,2017-02-27
398,TPFDIS48M,937.7498930379157,3,2015-06-20
399,15Q66QY40,516.2816745506491,7,2019-06-13
400,A96EUSKCJ,205.8642472233393,6,2021-08-31
401,ZX46E0E1Y,455.75073003057355,5,2020-04-18
402,7MTUP1C4U,503.34981521658864,0,2017-12-07
403,GPPH9WGG3,882.1077424225101,5,2016-02-28
404,RS4Q4BJYH,225.16351675168522,10,2019-12-15
405,VH6OFKL3O,811.3765377808161,9,2017-06-18
406,ES2893CE3,750.741636690197,2,2018-10-15
407,VUYO4WK4D,60.68958420900683,4,2015-07-13
408,V8B38IXZ8,809.557406764278,2,2020-08-07
409,4XCNLCJRQ,570.6320016528474,2,2017-01-26
410,1I6GL5V4T,16.414175124913278,2,2021-07-31
411,G05EQF72E,14.186869400579782,4,2021-11-20
412,XYVEJQKVS,204.16237250598624,3,2018-09-10
413,7NMSJIZG8,99.77319396194073,5,2021-06-29
414,3UVGVQLK0,326.5815206641305,4,2020-09-23
415,UTOYUY8L2,614.493776210088,9,2015-08-08
416,AJ3XIOX9G,448.0628929963303,6,2019-03-26
417,LJBVVKZXN,967.09258421202,9,2020-02-16
418,L03NL478F,116.36085290867481,3,2021-08-09
419,U9HXNOY3K,797.8126292640173,0,2016-02-10
420,DI5IM6Y96,899.1829545831174,7,2021-08-29
421,R3TKT7IE1,321.87689492743,8,2018-06-24
422,4WZRV879R,541.160077204846,2,2016-01-06
423,TEN2FM6ZI,161.5096574724253,0,2017-08-29
424,2U3OTNBRB,977.1826098388524,2,2015-01-19
425,B38QODMSW,58.95481492770027,10,2019-04-04
426,1L6Y1KZSJ,257.8141833101124,0,2017-04-05
427,H5L8S0HFE,839.6203250731351,5,2021-12-20
428,5JMUFQ5QI,372.62788726960196,8,2017-11-08
429,A35QUF5QO,408.01388358413425,2,2016-09-08
430,BCAVGV9C2,725.1586144483235,8,2019-06-18
431,WJB6XBH7I,269.44898922052886,5,2021-08-29
432,5VNPFSJSB,88.66349261864359,10,2017-11-28
433,7FPNEEN3I,896.3910367204503,10,2019-12-08
434,PXY67DHZH,903.3310497314129,0,2020-04-08
435,Z43IWRPAA,201.71283704954402,8,2018-07-15
436,T7X7PHL77,360.67130281241054,8,2017-03-08
437,WCZWXJ07H,885.6876042014212,1,2019-04-12
438,UMQ55GYCI,6.2644677167279506,7,2016-03-16
439,IPKLJTGLZ,510.440625152236,4,2019-09-13
440,KL2DDGEEN,933.7160488415782,1,2016-03-18
441,T28NRH3ZG,961.2039169448838,2,2016-07-02
442,B9RJ385D2,423.19499294182697,10,2021-05-09
443,YIMH6XZ7F,162.21427230227403,8,2016-03-17
444,ZPK9P7ELJ,549.5174341224332,3,2020-12-02
445,OX59XQXJC,310.2943446447964,1,2019-01-29
446,EJUGJFBGU,905.8882244811592,7,2020-05-11
447,EX0HF3B1L,155.60006257330795,7,2016-04-06
448,0XNJG0T8O,30.967079051474666,0,2015-02-20
449,QABC8Z4OY,167.7735055785572,7,2016-09-04
450,Z8LJZEMS6,803.5724539940437,5,2021-03-07
451,R54EYXWSC,509.5778364683642,2,2021-05-31
452,4CJ9RTER7,540.1791948103329,0,2020-03-17
453,FX4OAYZ6D,879.8223168748947,6,2017-12-28
454,3GNLKNZTF,119.2703489637581,9,2016-11-19
455,DEE5L0O0U,605.1573287897822,1,2020-08-23
456,AJFHQ7IID,337.18434509920337,0,2018-04-21
457,D0SBCC5A2,890.3493491321894,1,2018-09-05
458,INWSXN9JT,527.4133510413798,2,2019-11-24
459,0NTULYEHM,307.0899250339029,1,2021-09-19
460,J73MWT4IP,120.18467617178996,3,2016-03-24
461,SGPUOM9QZ,344.09439899506344,1,2019-05-16
462,5OQC7EFTF,945.3372596977459,4,2015-10-03
463,I10TM0TS1,206.88801044472393,6,2017-12-11
464,7HZMGSV5G,932.9074843346755,4,2020-03-30
465,9GAJKZQIQ,134.61067976184316,2,2019-07-16
466,R2HQLQFXW,792.8867370141246,6,2019-02-07
467,093CMTWIH,871.7599802684836,2,2016-05-14
468,1CZY6FJF6,623.896923201102,6,2021-04-18
469,DKTYDZVRF,596.8891775121343,7,2019-09-16
470,BZRFSRK7D,171.6330234340039,3,2021-03-08
471,HY4OXS0IE,601.6227446315435,4,2018-10-07
472,LBFMGB639,731.7159779889777,4,2018-01-24
473,OMKMHGTKB,803.2468426060025,9,2019-11-19
474,VHT5EWRFD,126.74090381146507,7,2020-09-27
475,0EJLX5DRQ,525.8970473782299,9,2016-12-21
476,IYNTDU5NS,729.1502408835624,1,2021-02-08
477,12A9JIN9H,883.167691432251,7,2021-04-22
478,UW31VQ2AP,279.61650832471986,0,2020-07-12
479,BOEW1VDCG,876.8519688346427,8,2016-10-27
480,I6HK3VFDV,547.1994575932459,9,2017-05-28
481,4GT0BRWZL,584.4395068531815,1,2020-02-04
482,T7BGYIELU,648.1788931749805,6,2019-01-23
483,7TGB5GRNT,396.2607835878687,6,2016-05-20
484,S4DF2DF6W,325.63591680181526,1,2018-12-18
485,9HZI382OW,346.3056185889498,3,2017-03-11
486,HCFF13XQZ,690.5214305730348,4,2020-07-15
487,27OPXFNWG,205.32670795341824,9,2016-03-01
488,HIPRI6LDU,783.7288964151066,2,2019-02-03
