,id,type,price,order date
101,16QH9BUGL,daily use,483.1,2021-11-20
102,ESIKGY8S6,daily use,201.75,2021-10-31
103,CRZKTGBR3,digital,126.05,2021-01-11
104,Z2BEPNDBC,digital,938.91,2019-05-15
105,244VQHNK0,clothes,266.77,2021-04-02
106,5T9VRMXTK,digital,7.78,2018-08-23
107,7AK2F4MBU,office supplies,386.27,2015-10-21
108,D3MBJ31A0,clothes,618.38,2020-06-09
109,P6S2J4I57,office supplies,950.44,2021-06-23
110,FIUV48QEA,daily use,262.8,2016-08-27
111,KKYC9KR6Y,daily use,361.17,2019-08-24
112,UTJW0G8ZW,office supplies,164.53,2020-10-17
113,NP6S05G6N,digital,659.25,2020-04-23
114,ULGBFG6HL,sports,538.97,2020-03-11
115,ILW7RTQKO,digital,371.83,2016-06-09
116,PDNE7KIJ2,office supplies,634.56,2020-02-03
117,G8HC7B5D0,clothes,766.41,2015-08-18
118,IQ2FNIGCH,digital,101.56,2021-08-09
119,OGEFX1FOB,food,247.89,2019-03-02
120,9IIVFHG9V,digital,18.31,2019-03-07
121,PJ5QDIBET,clothes,998.77,2018-05-07
122,GYH74WA4J,food,659.91,2021-03-26
123,IU4EWVWQT,clothes,41.37,2016-09-04
124,WPVAR1WA5,digital,138.85,2018-01-17
125,UGHJIQYLJ,clothes,579.58,2015-11-30
126,CGF5VH74M,food,270.01,2017-02-22
127,R6IVHZG5K,sports,4.69,2021-10-24
128,1YS11PUCF,food,361.14,2016-10-09
129,PFH8EAW7N,office supplies,219.59,2017-07-11
130,LA2J316H4,office supplies,917.24,2019-05-06
131,D001S00QO,clothes,542.16,2019-07-07
132,FI0RT8XW5,office supplies,276.72,2019-06-30
133,D0MD61CI7,office supplies,735.84,2016-05-13
134,L6ELQ0KIZ,digital,761.26,2021-10-10
135,8PWW2P4Q7,clothes,814.89,2021-12-29
136,LCVORUIAN,daily use,511.21,2018-02-24
137,M29HMYGNQ,clothes,760.39,2018-06-29
138,0HSHYRI6R,daily use,418.42,2016-10-19
139,E5R2YTLXC,clothes,977.92,2020-01-17
140,J23IOMUFC,sports,159.84,2018-07-28
141,ESKKKEIS8,food,279.03,2021-06-16
142,G6I4CDHMU,clothes,7.67,2018-09-24
143,VXKFCWR64,daily use,385.76,2021-09-05
144,A1L5OAH7Y,digital,696.8,2016-05-09
145,H1RQBXGNI,clothes,198.94,2016-01-06
146,LJ5D7F6L4,clothes,266.58,2021-07-14
147,OSZHL2O2D,daily use,723.23,2019-05-31
148,55SV231ON,digital,726.54,2021-02-23
149,JOO779HV6,office supplies,213.5,2019-08-27
150,682RV963M,daily use,663.02,2019-09-02
151,QE3Q899UF,clothes,490.64,2017-04-27
152,JWVRXKTWM,digital,146.05,2020-07-17
153,WZP4MIWRK,daily use,441.11,2021-06-28
154,CWSDX7UVH,clothes,134.12,2021-05-02
155,KIDIZCXTB,clothes,101.21,2016-10-07
156,HHLZ0PLWN,sports,364.45,2018-01-04
157,WO47CT14E,office supplies,427.39,2017-03-11
158,CLOCAYE42,food,659.26,2020-08-23
159,6ZFHT2KVL,daily use,566.62,2018-12-12
160,A34XPAY36,sports,57.51,2018-01-29
161,D4SY1B93J,food,63.69,2017-08-12
162,UGZQFSRF3,digital,306.08,2016-02-25
163,4ZF1DXUTQ,clothes,711.07,2018-07-08
164,0YZHITPKG,office supplies,96.54,2018-11-21
165,DDZQCNB7A,digital,43.44,2015-05-19
166,49UMOGO2R,food,277.08,2015-12-23
167,TLIY2EQKT,digital,612.0,2020-10-23
168,TIF7W8Y52,daily use,474.45,2018-08-30
169,1Z8WRWSDE,food,70.77,2019-11-24
170,VA10991E0,daily use,624.23,2016-03-15
171,VF311ZDMU,food,208.07,2017-12-31
172,1NISN76CL,food,222.43,2019-08-23
173,6I0TBFC3T,sports,927.81,2017-02-15
174,LGEF815VD,sports,922.1,2017-05-06
175,KINUWDQDH,office supplies,971.6,2020-08-15
176,07298K2TJ,sports,677.12,2018-07-12
177,KCNAAQDPI,sports,773.71,2016-09-01
178,I5B3VD53M,office supplies,267.62,2021-03-07
179,NROSNSXHU,clothes,773.88,2019-06-28
180,AG61Q0AKL,sports,891.8,2021-12-05
181,PIW6EUAWE,sports,193.88,2015-09-27
182,OX4TTSF53,food,854.28,2021-08-26
183,SYDD46BDY,food,706.6,2018-06-21
184,1YT7AQJI9,office supplies,456.39,2018-12-29
185,0TYXPHTAY,digital,230.62,2019-06-07
186,94GSE0I29,office supplies,353.59,2017-07-02
187,27RDGVY5U,food,763.98,2020-07-10
188,LGTTGU026,sports,197.28,2019-04-26
189,U405EK8IM,office supplies,87.84,2017-01-26
190,5UJ1ROHM3,sports,109.41,2020-09-10
191,YN6WZTI2V,sports,890.05,2019-04-04
192,08PGZD1N3,food,653.97,2020-07-17
193,1C8S9TVON,daily use,625.16,2021-11-08
194,2RZ1L693C,clothes,109.16,2015-05-27
195,M9NENH1IV,clothes,530.07,2016-11-13
196,ZPYMAGIQT,office supplies,547.37,2019-06-24
197,PL15OWYZR,digital,820.04,2015-05-01
198,A6WL2SOYS,office supplies,506.58,2016-04-15
199,C943WK87C,sports,642.36,2021-06-05
200,ZV32V3B41,office supplies,496.49,2019-05-07
201,2MUH4WBDT,office supplies,559.8,2016-05-15
202,JH4IXK5YS,daily use,647.06,2015-07-27
203,KVF27UBKS,office supplies,639.26,2017-05-14
204,X19TKCXUV,clothes,252.6,2018-08-11
205,9WI4XEK4Z,digital,112.65,2020-02-05
206,WBXPR3OV7,clothes,294.68,2015-09-06
207,J6O4TEDMY,daily use,49.69,2019-11-06
208,I3GP7FKPF,food,99.37,2021-02-23
209,XAV87NPDL,food,266.17,2021-12-09
210,HA1GRPI57,office supplies,548.89,2018-02-27
211,A15GI704D,daily use,647.69,2020-05-07
212,P6CEDX21Q,sports,381.23,2016-08-08
213,NPJPDCKQY,food,483.84,2019-05-18
214,QUC2AOB5O,clothes,521.29,2015-06-06
215,3CN6YJ2LU,digital,247.94,2019-08-26
216,53D9NC6KH,digital,624.11,2016-09-22
217,JZ9XPF9PG,daily use,672.98,2020-04-14
218,F508YNWN0,sports,870.17,2018-11-04
219,JMP7SS2US,office supplies,512.63,2016-07-26
220,Y9ZTQO7OR,daily use,905.11,2021-03-26
221,QVG0ZY1V6,clothes,85.51,2019-01-15
222,EICZVWNUJ,sports,150.02,2018-12-07
223,W394QML6I,food,140.05,2015-10-27
224,38NPL32M7,office supplies,603.0,2020-11-26
225,63Q0EZ6MB,digital,313.33,2016-12-31
226,BMB7E93J1,daily use,408.57,2019-10-17
227,I3BEYT0BC,office supplies,375.49,2015-05-16
228,0MLJSMSTH,digital,953.01,2015-06-12
229,XZWGJRC2Q,food,474.03,2016-03-23
230,9LQ3EORKF,food,498.6,2015-10-07
231,6UGYIVL31,daily use,163.13,2020-02-21
232,E9JD4BDTB,food,714.71,2016-03-04
233,IAROBHI42,digital,853.79,2015-07-15
234,WJNO7VVXB,sports,205.01,2016-01-05
235,JXACYBH9F,food,455.77,2019-11-02
236,LXI6UFGIY,digital,684.81,2021-03-01
237,QPOKG9JAU,sports,201.68,2019-08-16
238,POFP69K12,clothes,244.63,2015-02-17
239,YXB9L0TAE,clothes,952.38,2015-09-03
240,ZBD6K9U5N,daily use,494.39,2021-03-28
241,MO1WK8KWX,daily use,791.85,2018-06-21
242,RFWUNN6QN,food,109.58,2016-04-29
243,W5JVFB2F4,daily use,604.2,2020-01-21
244,ZIGSO21XC,digital,282.76,2017-03-25
245,ZBD29OALZ,sports,357.78,2020-11-03
246,K2T4EFQRK,office supplies,186.71,2017-08-11
247,2SL1C1Q1P,digital,644.39,2017-09-19
248,2WHS9N2R7,digital,97.8,2017-12-09
249,2ZJ9CYZX8,daily use,871.97,2017-09-06
250,UJWMETCID,digital,930.76,2021-08-17
251,0YJY9FT9T,sports,373.92,2015-12-01
252,3AU6TE7DV,clothes,766.59,2021-05-02
253,OEIB3S4IM,sports,709.16,2015-03-19
254,SQ7MII7P6,food,369.57,2015-09-23
255,R2AY0N1NY,sports,730.17,2018-09-08
256,9T4BBIHSA,sports,383.01,2018-08-02
257,GSQ6X96LE,clothes,56.1,2017-05-03
258,27Z3KHLPL,clothes,957.61,2020-06-21
259,Q8G54W6RL,sports,412.89,2021-04-04
260,KQ0SZ42GD,food,451.23,2020-08-17
261,YKLB4VLOG,digital,92.6,2021-04-17
262,H6ETURTKG,sports,616.72,2019-10-14
263,267FXXIVI,digital,382.43,2017-06-09
264,JCV1YM80H,office supplies,497.84,2015-05-01
265,VQVK3BIDW,food,732.66,2021-07-14
266,VAGM6N128,clothes,258.97,2020-12-23
267,O6W3RO25P,daily use,689.38,2015-07-04
268,YSAKJ1ZFY,digital,353.88,2021-09-08
269,P2M6XXD48,office supplies,581.34,2017-11-21
270,Z7PXYK5XH,office supplies,639.0,2021-06-01
271,5EG1G2IN5,daily use,798.43,2015-08-09
272,24SPNCBSG,digital,435.59,2017-12-10
273,MVJRPUKJ9,food,839.48,2018-05-18
274,WCADWVO9N,clothes,497.61,2015-12-24
275,AM115Y53F,clothes,391.36,2020-02-22
276,XGQLVDOT3,digital,424.17,2017-12-26
277,KNV6NG38T,daily use,523.73,2018-02-05
278,PUB8D18H3,digital,437.19,2016-03-19
279,JMEN6GA29,clothes,902.96,2019-08-25
280,976GC3LA5,food,984.22,2015-07-18
281,T4X1J5CSP,digital,943.04,2017-02-21
282,6UCV1N6CL,food,946.85,2020-02-10
283,5AXXQAKTA,clothes,201.14,2018-04-07
284,04UAAOPDE,food,919.53,2016-11-07
285,TYLW2V9B8,clothes,686.17,2016-06-17
286,2QHF3FDVA,food,277.06,2016-01-22
287,X2FL48NUQ,office supplies,675.66,2016-11-09
288,6CN0M8L3E,food,618.76,2016-01-10
289,IENKGCKU4,daily use,603.46,2021-03-16
290,K1VV4OM93,daily use,204.38,2021-05-31
291,BAW752W2V,digital,734.0,2017-12-15
292,1QU3KW1IO,office supplies,45.05,2017-09-20
293,2F77DFLOS,clothes,355.2,2018-07-09
294,HDJ3NBI87,clothes,394.09,2020-05-09
295,G5KEJGZBH,clothes,568.88,2017-02-08
296,QY5X292L9,clothes,9.6,2019-06-09
297,D3XQCXKL2,clothes,708.69,2021-09-18
298,1Y63N8YUN,sports,902.0,2019-07-04
299,8VW2FACOD,digital,931.78,2018-09-27
300,PCE77CAM7,office supplies,86.76,2015-06-28
301,R90L4P5X3,digital,629.97,2017-09-06
302,5JB0G0VWP,digital,185.53,2016-12-05
303,RWHVS65HA,clothes,158.02,2016-01-09
304,KZWF0881Z,sports,735.33,2021-01-24
305,63XU22RS2,sports,92.88,2018-05-02
306,BMWQCJK0G,food,774.31,2021-05-13
307,NJWSI0X1R,digital,708.59,2018-08-13
308,FY0EZQEY1,clothes,543.02,2016-03-23
309,YQOQD1Z17,sports,115.34,2021-02-06
310,9KKVTT7PP,clothes,391.45,2015-10-24
311,TSF2C3UZ5,daily use,104.1,2016-05-10
312,5OK487C30,food,936.38,2019-04-03
313,P6DOTPP5H,clothes,630.22,2015-09-25
314,B2R1HX92N,food,79.75,2019-02-11
315,NJ5RPN7BN,daily use,669.81,2015-01-30
316,3VKV98JYT,clothes,635.09,2019-09-02
317,7YM8GQUXA,office supplies,601.88,2020-06-27
318,HR3YLYVM1,office supplies,138.66,2020-09-03
319,N9QYLS4WP,food,133.1,2015-03-23
320,02KNB0J6X,sports,166.21,2015-03-25
321,5USNVKF9E,clothes,62.82,2018-11-04
322,NPT3LFZFV,digital,986.97,2018-11-27
323,F87KA6ZZC,digital,938.49,2015-08-11
324,T7I0KSSW4,clothes,772.81,2020-02-16
325,6FW6AJ7J6,digital,746.34,2019-03-03
326,4TUYXRZ7Q,office supplies,867.09,2020-02-26
327,FS5Q6S2SL,sports,118.8,2015-05-15
328,QPIXVAX8Y,food,280.77,2019-09-10
329,3J1ZPD3U8,daily use,775.82,2017-07-14
330,R63CLAISH,food,740.97,2015-07-20
331,BKY6F79E3,digital,863.85,2016-11-29
332,6O08X5IGE,food,644.1,2018-06-17
333,R9SK2JIEF,sports,311.58,2016-04-18
334,WHMO0BHYH,office supplies,945.79,2017-08-14
335,T6DV7UL7T,office supplies,870.46,2017-12-06
336,R0HFOHLUT,digital,635.57,2021-09-12
337,XSGVQEW83,food,198.75,2016-06-01
338,AM60BERE7,office supplies,706.93,2019-10-23
339,IKQEX2E8E,food,370.31,2019-04-26
340,988P4ZZJT,food,642.47,2021-07-31
341,8GAY9MFBG,clothes,184.18,2017-09-20
342,JSNPG665W,food,141.93,2018-05-23
343,A666XEWDX,food,876.28,2019-08-04
344,DW4AXDPPD,office supplies,274.45,2018-08-19
345,BTAK8EJFG,digital,879.33,2019-11-09
346,HJJDE4R8O,office supplies,646.67,2019-02-26
347,YQ39IAGPX,daily use,603.64,2019-05-10
348,JAE3I9RL9,office supplies,931.04,2015-10-03
349,ZSIWM2PUM,clothes,463.54,2020-09-03
350,9CTVQ5IO7,digital,437.58,2018-07-31
351,D8CTLS15U,sports,705.37,2019-01-03
352,Z2DS95KEW,office supplies,232.36,2021-11-22
353,WSYI2R8CK,food,449.23,2021-07-07
354,6MD349MAL,digital,50.74,2019-05-14
355,G6D5HUXXY,food,873.59,2019-02-03
356,IM60L60XG,sports,167.94,2015-05-09
357,BYALQZLW2,office supplies,242.86,2021-12-10
358,0UUH4YJVS,clothes,324.78,2018-01-09
359,SRHZVWUH2,daily use,43.47,2021-01-17
360,P92ORPHLK,food,327.07,2020-06-08
361,ZU2WO7VCS,sports,185.09,2020-07-11
362,Y1WK8XFKM,sports,336.54,2020-05-31
363,NNG50UGXG,clothes,308.81,2020-11-23
364,HAZ4JEQJ9,sports,139.65,2015-08-19
365,8CDQ1H7TO,food,646.46,2018-02-02
366,P5YPZ4YPF,food,846.07,2018-12-09
367,TCMZN3U6Y,food,626.52,2016-12-11
368,MD88PRRDR,daily use,299.81,2019-03-06
369,LYM9JR72O,food,394.81,2015-03-28
370,MC2H2VL3S,sports,976.33,2021-06-07
371,DUZFI73KY,office supplies,538.69,2020-06-15
372,MPILRVSIV,digital,115.11,2020-06-05
373,MV9022E3Y,food,378.43,2019-05-30
374,HGM785MC4,digital,732.73,2018-04-28
375,753Q06RPG,food,795.95,2016-03-10
376,CJP10SJDZ,food,672.67,2016-08-26
377,TB4O2VZBY,clothes,245.4,2016-06-29
378,OXWH3PN8Q,clothes,878.45,2015-06-01
379,TCA390JXT,daily use,92.67,2021-09-14
380,9XLWTRARJ,sports,225.29,2021-09-05
381,1L4XZAYZI,clothes,341.36,2017-11-30
382,LDMSNBZT4,digital,926.37,2019-12-28
383,KPMGS7VJH,sports,956.44,2021-02-21
384,53Z5M2ABK,food,457.69,2017-05-30
385,0MATYM7SV,daily use,450.91,2021-05-18
386,6YZUJN21S,food,442.15,2015-03-21
387,LUI9V820G,office supplies,644.28,2019-09-15
388,28CBCOGQM,sports,172.9,2016-01-26
389,KS5FIEIFD,clothes,94.02,2018-08-30
390,GTO8G5L52,digital,789.12,2021-04-24
391,GONI5USNH,office supplies,637.74,2017-11-24
392,DWRBRQ3XS,sports,130.87,2021-01-15
393,458C98OOQ,digital,7.4,2016-03-09
394,OAN7U1GPT,daily use,696.51,2016-12-24
395,T2MFKZ3PI,sports,527.77,2019-12-19
396,QAG94X36C,food,966.58,2019-05-20
397,CM55CEIJV,office supplies,860.59,2019-11-20
398,K86RI27CL,daily use,970.28,2018-07-24
399,YGJK9O873,sports,415.42,2021-09-05
400,12UN81D8W,office supplies,940.7,2018-08-16
401,KN3PNHNCN,clothes,495.06,2020-06-06
402,D6CSFZYTA,digital,915.39,2017-06-06
403,80ZAZ59NS,digital,90.79,2019-11-24
404,N2WTDQ7CH,clothes,402.42,2017-12-22
405,P51M5ERJS,food,693.7,2017-07-15
406,WIQ8U9P0V,sports,654.59,2021-06-07
407,CC3ZXO76S,daily use,319.07,2018-01-08
408,RTNVQYRCQ,clothes,412.18,2015-12-29
409,TU6NOU2NS,clothes,824.91,2020-09-21
410,0S1CZYSKG,sports,860.24,2015-03-01
411,0KOF6N26X,food,194.82,2016-07-29
412,LKQ7ZG2MC,daily use,561.24,2015-02-05
413,6ZGS4V31K,office supplies,463.94,2015-05-19
414,7SMY88ZJK,clothes,723.55,2021-12-04
415,Z7N5HVTRE,food,535.88,2017-11-10
416,MLZRTNERK,office supplies,240.56,2020-02-09
417,GYRQXVIAY,office supplies,172.71,2019-04-02
418,GQOBG2X1G,digital,837.3,2015-05-31
419,8BB3UFBBI,digital,257.96,2016-04-07
420,CM7R1O313,daily use,760.02,2019-03-22
421,ZDPWM70CC,sports,872.1,2021-09-16
422,T2U4XSDEZ,digital,644.06,2016-11-26
423,92HEMAA0N,digital,433.61,2015-08-19
424,D464DRFSI,office supplies,384.47,2018-11-05
425,AVRW5AH3V,daily use,845.21,2018-12-10
426,6XQUMQJID,sports,662.27,2020-11-23
427,45PYDJT6L,food,570.88,2016-11-14
428,3LWJC9VFC,sports,707.86,2016-01-10
429,Z77SBZC97,daily use,760.81,2015-09-09
430,FTVH7TUHD,daily use,380.62,2019-12-27
431,FN9L9XJBJ,daily use,432.07,2018-04-02
432,M2T117XUW,daily use,170.48,2020-03-03
433,HJ2XXYPM5,food,21.94,2017-10-26
434,FS8FS3I0O,daily use,991.58,2020-03-09
435,KMSIX4GPX,sports,796.12,2016-10-17
436,DN0KSUWCP,clothes,844.58,2017-05-24
437,W9KEFZEFM,daily use,79.09,2016-07-27
438,R1MQM45M5,digital,382.08,2021-12-19
439,6MG31FHPM,sports,759.58,2018-08-28
440,W18F4UIBH,digital,331.36,2015-07-27
441,PJ4HHPHO0,sports,737.96,2019-10-01
442,N0HSKLO63,daily use,490.24,2019-08-31
443,7M0LXFC8F,clothes,698.08,2020-02-24
444,DG8G5JG0R,daily use,764.78,2021-10-21
445,FRMCKOHZA,daily use,674.62,2020-09-16
446,UI06S9MHN,office supplies,327.1,2015-08-26
447,BLNLYMC6R,food,455.01,2019-10-27
448,8H35I6TU5,office supplies,641.99,2017-02-12
449,08DHRL0NX,digital,341.75,2015-12-17
450,Q6NIMGRYF,daily use,124.38,2018-05-25
451,HYN1S9QTX,clothes,46.24,2015-02-26
452,3TCWJ8J3L,digital,650.33,2017-09-06
453,8JD58GGVF,digital,778.48,2018-06-24
454,QA7V6MTT7,sports,313.29,2019-02-09
455,LFUP1X2WA,digital,717.6,2015-11-26
456,L9CD7BGQ7,sports,331.23,2019-12-29
457,NG2YM2X60,food,665.19,2016-06-02
458,IXNV03O37,sports,867.93,2021-09-13
459,1L31OF5NI,clothes,446.79,2019-04-21
460,K6KVRYH1R,clothes,703.93,2019-05-29
461,IHO2LFJCU,food,75.23,2020-04-05
462,0FV14F8IM,office supplies,220.36,2015-09-02
463,PU4REE939,clothes,861.24,2019-04-22
464,GMIUSNDUY,digital,155.61,2016-01-03
465,GF2VC6WLJ,daily use,108.75,2015-04-27
466,AZNBVM8LE,sports,862.13,2016-05-22
467,7UT0YLGWX,office supplies,346.86,2020-02-24
468,WMNDFG1VW,digital,56.71,2018-11-16
469,413NCWNWT,clothes,739.39,2017-10-20
470,3KFZGN8RU,food,475.89,2021-08-16
471,69VLKEUQL,digital,712.74,2021-12-08
472,98MJJHOH5,clothes,78.15,2018-08-04
473,BNEVZEYY2,sports,269.2,2021-09-23
474,V2NRIGBQE,daily use,985.02,2017-10-25
475,R3X6ZEWP8,clothes,791.96,2017-11-23
476,W3MIWWHIF,office supplies,471.98,2019-02-14
477,FIXKKLVN0,office supplies,317.44,2017-06-13
478,3R22AZ0MH,office supplies,278.41,2017-03-21
479,E4OEGBXMG,daily use,853.51,2021-08-24
480,F3FTWRDFX,clothes,985.96,2020-02-15
481,5MEUW4GDH,office supplies,933.42,2019-03-15
482,SWE337RVK,food,859.54,2019-04-01
483,5747NSWMM,clothes,189.52,2017-04-17
484,EYH0QPPWK,daily use,876.65,2017-06-06
485,3UB5QQIIX,sports,557.69,2021-07-05
486,EJ3Y3XWEE,food,522.26,2016-02-06
487,9DIPBH8QJ,daily use,377.64,2021-07-14
488,6LD3WWBAA,clothes,540.38,2021-08-28
489,6BYNQ9H6H,daily use,344.72,2017-10-05
490,GG1Z8M7GO,clothes,746.23,2021-11-03
491,TQLDEIMLI,food,994.73,2019-08-19
492,O72OH72VK,clothes,253.4,2020-10-23
493,D89RIDMR6,office supplies,665.17,2018-04-11
494,WA7C1KL36,daily use,621.96,2015-05-07
495,QKB2BOIBI,daily use,637.16,2016-10-19
496,G4C45HPC4,food,473.02,2015-01-10
497,ABJKQAMXQ,digital,840.61,2017-03-20
498,XKGXOQJ3G,food,543.34,2020-05-04
499,H2DBD58JL,clothes,515.36,2020-12-29
